reg_date,last_Name,first_name,email,zipcode,city,state,street,phone
1/20/09 23:51,avalos,jennifer,deiaz@jumpstartlab.com,20010,washington,dc,3168 17th St NW,
1/20/09 23:52,baird,stephanie,sheva@jumpstartlab.com,20008,washington,dc,"3000 Cathedral Ave, NW",
1/20/09 23:55,xx,kendra,ygalabre@jumpstartlab.com,20008,washington,dc,"3000 Cathedral Ave, NW",
1/20/09 23:57,benders,katey,jdf28@jumpstartlab.com,20008,washington,dc,"3000 Cathedral Ave, NW",
1/21/09 0:06,abraham,alyssa,durnetta@jumpstartlab.com,20008,washington,dc,"3000 Cathedral Ave, NW",
1/21/09 0:09,langone,sierra,jbmcwilliams@jumpstartlab.com,20008,washington,dc,"3000 Cathedral Ave, NW",
1/21/09 0:11,j,megan,gwlter@jumpstartlab.com,20008,washington,dc,"3000 Cathedral Ave, NW",
1/21/09 0:14,starodaj,adam,fkorterfield@jumpstartlab.com,20008,washington,dc,"3000 Cathedral Ave, NW",
1/21/09 0:16,carbajo,roxanne,bonardi@jumpstartlab.com,20008,washington,dc,"3000 Cathedral Ave, NW",
1/21/09 0:18,zapfel,adriana,vemusic@jumpstartlab.com,20008,washington,dc,"3000 Cathedral Ave, NW",
1/21/09 0:22,cao,medina,dkulger@jumpstartlab.com,20008,washington,dc,"3000 Cathedral Ave, NW",
1/21/09 0:24,xx,althea,udsaw87@jumpstartlab.com,20008,washington,dc,"3000 Cathedral Ave, NW",
1/21/09 14:57,debuck,ryan,ghyce_m@jumpstartlab.com,20008,washington,dc,3000 Cathedral Ave NW,
1/21/09 15:18,barrett,jenny,ym1106a@jumpstartlab.com,20016,washington,dc,4201 Massachusetts Ave NW,
1/21/09 15:27,wilson,monica,rblary@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Ave NW,
1/21/09 15:41,mike-bidtah,sandy,sytrm6@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Ave NW,
1/21/09 15:47,two,jacob,cyvid@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Ave NW,
1/21/09 15:51,guilbeault,erika,qt336707@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Ave NW,
1/21/09 15:55,kazyak,rachel,upstill07@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Ave NW,
1/21/09 15:58,anderson,alejandro,sydy0314@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Ave NW,
1/21/09 16:02,silva,jennifer,qpfox@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Ave NW,
1/21/09 16:03,shamel,madeline,wq1luv@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:05,carpenter,samuel,wsmanley@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:06,lochner,meredith,mosheridan@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Ave NW,
1/21/09 16:09,doe,james,nlhneenampudiyay@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Ave NW,
1/21/09 16:09,evarts,josh,bnaci@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:10,veysey,alicia,arnold@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:13,le,grant,xlielke@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:14,hecht,mayrah,htcmseac@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:16,mellen,jessica,egm118@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:18,crutcher,jamie3,ssckereg@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:23,weitner,kelsy,bxBurdiss@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:25,vandeputte,ashley,owzapf@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:27,cunningham,meaghan,njompsonswartz@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:29,otukoya,natalie,kq454969@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:31,weisberg,alicia,nuagnoni@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:32,costa,olivia,blsmith@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:34,hanson,winslow,cvtrohmayer@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:36,ayers,leah,vjstevens_2010@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:38,siegel,meagan,alia@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:40,jenkins,alexandra,kxnlop316@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:42,farrell,jesse,iwee@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:44,zimmerman,adam,jal08d@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:45,keith,abigail,buitelaar@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:47,stevens,kayla,vda2@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:49,green,jane,cmohan3@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:51,tourneville,ashley,wcbutler@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:52,gaudin,chelsea,maitenz@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 16:54,indvik,jordan,mbraele@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/21/09 20:20,hatcher,julia,uyliott@jumpstartlab.com,20010,washington,dc,"1804 Kilbourne Pl NW,",
1/21/09 22:39,beckman,vanessa,finkel@jumpstartlab.com,66209,washington,dc,"620 21st Street, NW, #201",
1/21/09 22:47,gibbs,matthew,gxskag08@jumpstartlab.com,20052,washington,dc,2222 Eye Street,
1/21/09 22:50,dowd,karson,klotazewell@jumpstartlab.com,20052,washington,dc,"2222 Eye Street, NW, #303",
1/21/09 22:52,furey,kimberly,jqayes25@jumpstartlab.com,20052,washington,dc,"950 24th St, NW, #816",
1/21/09 22:56,wojtalewicz,kate,pfdasamc@jumpstartlab.com,20052,washington,dc,"950 24th St, NW, #413",
1/21/09 23:00,milem,rachel,vvurphy3@jumpstartlab.com,20052,washington,dc,"2021 F Street, NW, #921",
1/21/09 23:05,schafer,cress,sodolgin@jumpstartlab.com,20052,washington,dc,"620 21st Street, NW",
1/21/09 23:08,jackson,molly,ofdaroman@jumpstartlab.com,20052,washington,dc,"950 24th St, NW, #1108",
1/21/09 23:11,dawson,vanessa,casusanrubin@jumpstartlab.com,20052,washington,dc,"950 24th St, NW, #816",
1/21/09 23:13,vyas,raymond,gwdela10@jumpstartlab.com,20052,washington,dc,"2222 Eye Street, NW, #302",
1/21/09 23:46,nelson,christian,neuschatz@jumpstartlab.com,20052,washington,dc,"2031 F Street, NW",
1/22/09 8:16,mellace,roxanna,lvarnswo@jumpstartlab.com,00000,washington,dc,"1723 Webster St, NW",
1/23/09 13:03,zipin,brian,wwshaw@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/23/09 13:36,tran,lacey,whsouza@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/23/09 13:40,mccole,allyson,ixlmeida@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/23/09 13:43,lenhart,elizabeth,xwmmerlek@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/23/09 13:45,walters,kelsey,kramer@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/23/09 13:47,sorenson,einer,sxafcook@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/23/09 13:50,rojas,lucia,hlujaeagles@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/23/09 13:54,kent,lauren,epygrl7@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/23/09 13:56,lobue,kim,tclpert@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/23/09 14:01,rowe,paula,averbeck@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/23/09 14:02,flanagan,amanda,rrnka@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/23/09 14:05,mack,rachel,kjaru@jumpstartlab.com,20016,washington,dc,"3825 Wisconsin Avenue, NW",
1/23/09 14:07,vig,annelies,roy@jumpstartlab.com,20016,washington,dc,http://410woman.googlepages.com,
1/24/09 22:01,two,christi,xdolec1@jumpstartlab.com,20008,washington,dc,3003 Van Ness St. NW #S606,
1/25/09 23:14,francom redstone,david,el69703@jumpstartlab.com,20052,washington,dc,2223 H St NW,
1/26/09 12:52,melas,kyle,mbduan08@jumpstartlab.com,20007,washington,dc,1409 37th St. NW,
1/26/09 20:52,doe,julie,hcilson@jumpstartlab.com,20009,washington,dc,1620 Argonne Place N.W.,
1/26/09 22:18,hileman,rosemary,rapsherryx3@jumpstartlab.com,20011,washington,dc,4110 14th St. NW,
1/26/09 22:22,viglietta,maura,updkinss@jumpstartlab.com,20011,washington,dc,4110 14th St. NW,
1/27/09 0:36,dolkart,allison,ieim19@jumpstartlab.com,20052,washington,dc,2021 F Street NW,
1/27/09 10:44,ther,mary,hobdul27@jumpstartlab.com,20009,washington,dc,1858 California St. NW #41,
1/27/09 10:48,reilly,sasha,Berlangera@jumpstartlab.com,20007,washington,dc,1928 38th ST NW,
1/27/09 13:37,varlese,catherine,gusonsm@jumpstartlab.com,20002,washington,dc,800 florida ave ne #1224,
1/28/09 11:16,garlick,elizabeth,vnisha_pavao@jumpstartlab.com,20001,washington,dc,"702 H St NW, Ste 300",
1/28/09 11:20,carey,sally,brazell@jumpstartlab.com,20001,washington,dc,"702 H St NW, Ste 300",
1/29/09 12:08,frys,melissa,ab136507@jumpstartlab.com,20007,washington,dc,1302 36th St NW,
1/29/09 13:33,deveau,tamer,wgurns4@jumpstartlab.com,20009,washington,dc,1718 21st Street NW,
1/29/09 16:53,davis,lisa,hg@jumpstartlab.com,20016,washington,dc,4461 Westover Place,
1/29/09 18:04,pfeiffer,ansally,pltanich@jumpstartlab.com,20052,washington,dc,"2124 Eye St NW, West End #506",
1/29/09 18:39,oblisk,nathalie,ryaole@jumpstartlab.com,20052,washington,dc,"2350 H St NW, New Hall 707",
1/29/09 18:43,fong,leslye,xksonVates@jumpstartlab.com,20052,washington,dc,"2119 H St NW, Crawford #210",
1/29/09 18:46,aroneanu,wesley,efraguza@jumpstartlab.com,20052,washington,dc,"2021 F St NW, Potomac #1006",
1/29/09 18:50,singh,anita,xjlomo68@jumpstartlab.com,20052,washington,dc,"1900 F St NW, Thurston #221",
1/29/09 18:56,oheim,stephen,kuack@jumpstartlab.com,20052,washington,dc,"1900 F St NW, Thurston #418",
1/29/09 22:01,albeck,ivey,bxll13@jumpstartlab.com,20008,washington,dc,"4425 Reno Road, NW",
1/30/09 10:37,england,alison,wlutko@jumpstartlab.com,20009,washington,dc,1673 Columbia Rd. NW Apt. 400,
1/30/09 14:16,amster,maria,ckongwer@jumpstartlab.com,66046,lawrence,dc,155 Indian Avenue,
1/30/09 14:29,tsuji,annelise,hrchaelaraman@jumpstartlab.com,20002,washington,dc,235 2nd St NE,
1/30/09 14:44,arene-morley,megan,fhanchan@jumpstartlab.com,20057,washington,dc,37th and O Streets NW,
1/31/09 8:55,doane,chris,kpilch1@jumpstartlab.com,20057,washington,dc,Copley G17 Box 573539 Georgetown University,
1/31/09 13:14,saretzky,molly,vcsh7444@jumpstartlab.com,20009,washington,dc,"2022 15th Street, NW",
1/31/09 13:19,bulis,skye,hecameri@jumpstartlab.com,20005,washington,dc,"1500 Massachusetts Ave, #546",
1/31/09 15:53,hutton,matthew,ydwittig@jumpstartlab.com,20057,washington,dc,"512 McCarthy Hall, Georgetown University",
1/31/09 16:45,doe,rei,fuusso@jumpstartlab.com,20057,washington,dc,Box 573757,
1/31/09 17:26,cormia,monica,ksf_hellerla@jumpstartlab.com,20057,washington,dc,"Georgetown University, Village A F206",
1/31/09 21:44,larsson,david,cwtchell67@jumpstartlab.com,00000,washington,dc,1608 Rhode Island Ave NW,
1/31/09 23:02,sikes,kimberly,er00168456@jumpstartlab.com,20007,washington,dc,3626 T St,
2/1/09 2:36,miller,stephanie,springer@jumpstartlab.com,20007,washington,dc,3636 T St. NW,
2/1/09 12:54,roe,cara,ijurf@jumpstartlab.com,20052,washington,dc,"736 22nd St NW, Room 706",
2/1/09 13:06,vernon,joe,gilchrist@jumpstartlab.com,20007,washington,dc,3636 T St. NW,
2/1/09 13:35,schreck,jamie,jdeley11@jumpstartlab.com,20001,washington,dc,1515 3rd St. NW,
2/1/09 14:09,lancaster,kristen,xuller@jumpstartlab.com,20036,washington,dc,"1255 New Hampshire Ave NW, Apt 108",
2/1/09 14:41,smith,kasey,yochellejcoker@jumpstartlab.com,20036,washington,dc,1727 Massachusetts Ave NW,
2/1/09 14:57,light,rufio,itristinalouisebell@jumpstartlab.com,20036,washington dc,dc,1608 Rhode Island Ave,
2/1/09 15:29,chang,ethan,walker@jumpstartlab.com,20036,washington,dc,"1608 Rhode Island Ave, NW",
2/1/09 15:32,costantino,jason,efochner@jumpstartlab.com,20036,washington,dc,"1608 Rhode Island Ave, NW",
2/1/09 15:37,bryant,dan,eyrzipan@jumpstartlab.com,20036,washington,dc,"1608 Rhode Island Ave, NW",
2/1/09 15:44,zeller,john,eyudartj@jumpstartlab.com,20036,washington,dc,"1608 Rhode Island Ave, NW",
2/1/09 17:59,graham,ellen,bkorris@jumpstartlab.com,20001,washington,dc,58 Bryant Street NW,
2/1/09 18:30,lee tan,miranda,bbeyward09@jumpstartlab.com,20007,washington,dc,2531 Q St. NW Apt. 205,
2/1/09 19:13,oldershaw,kelly,rlandros@jumpstartlab.com,20057,washington,dc,"Harbin 726, Georgetown University",
2/1/09 19:13,davis,nancy,wohlfeld@jumpstartlab.com,42620,washington,dc,Box 574262 Georgetown University,
2/1/09 19:31,gray,charles,qdrikyassien@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 19:36,kraft,molly,qncarter@jumpstartlab.com,20036,washington,dc,"2000 N Street, NW",
2/1/09 19:37,futterman,jill,dprent08@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 19:42,rasmussen,dominique,gaffey@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 19:46,de soto,jeanna,4@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 19:49,davila,mackenzie,nmkokal@jumpstartlab.com,00000,washington,dc,4400 Massachusetts Avenue,
2/1/09 19:56,mcloughlin,holly,if338@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 19:59,wadsworth,kelsey,cmartzel@jumpstartlab.com,20024,washington,dc,901 6th St. SW Apt 414A,
2/1/09 20:00,cappelli,aaron,foster@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 20:03,wichman,jennifer,vehns1jm@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 20:07,schwaller,dan,tfpomeroy@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 20:11,kagan,jorge,utrtjp@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 20:14,shillingford,perry,sryers@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 20:19,kneidinger,sam,pskiha@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 20:20,elion,lauren,phya_godwin@jumpstartlab.com,20024,washington,dc,"901 6th St. SW, Apt 414A",
2/1/09 20:23,dube,vanessa,kmbrink08@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 20:27,boyyyyy,kelley,qswolf@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 20:30,edge,chris,pcickers@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 20:30,shearer,ryan,756@jumpstartlab.com,20024,washington,dc,901 6th St. SW Apt 414A,
2/1/09 20:34,powers,teen,ren@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 20:36,krautheim,alicia,vnrossm2@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 20:38,seithers,troy,vtottc@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 20:43,meyer,ileana,woldorf@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 20:50,ghaelian,breena,ugyer20n@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 20:59,betancourt,lindsay,fkll11@jumpstartlab.com,20011,"washington, dc",dc,1507 Gallatin Street NW,
2/1/09 21:01,green,praween,yswwwwwwwwww@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 21:04,gallenstein,lisa,qas6240@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 21:08,cardinal,david,ptodallm@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 21:12,davison,paul,wcll16@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 21:15,gasparek,x,qr8602a@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 21:18,gandi,blaine,ptbatebob@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 21:21,swartwood,connie,btndguage@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 21:25,bischoff,leila,mkoodman@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 21:28,parvaz,winter,knllyhorak@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 21:29,bhalsod,cameron,eoawrence2@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 21:31,phillips,laura,xgarotzky@jumpstartlab.com,20017,washington,dc,1217 Franklin St NE,
2/1/09 21:36,mostow,boris,rcrdos12@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 21:41,peffier,astrid,alcoolfool@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 21:44,duval,erica,uasample@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 21:46,geisinger,lubaba,pqchellefwebb@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 21:54,kubica,ashley,mariotti@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 21:58,lutch,adrienne,bmalprin@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 22:02,doe,cody,lily@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 22:04,gloster,finn,end211@jumpstartlab.com,20016,washington,dc,4400 Massachusetts Avenue,
2/1/09 22:13,bowling,melissa,yim138@jumpstartlab.com,20052,washington dc,dc,736 22nd Street rm 205,
2/1/09 22:49,porter,nicole,iqryars11@jumpstartlab.com,20036,washington,dc,1608 Rhode Island Ave. NW #708,
2/1/09 22:53,cotton,jafar,4@jumpstartlab.com,20036,washington,dc,1616 P. Street NW Suite 340,
2/1/09 22:58,six,nicole,un404607@jumpstartlab.com,20036,washington,dc,1616 P. street NW suite 340,
2/1/09 23:01,o'neill,aidan,christie@jumpstartlab.com,20036,washington,dc,1616 P. street NW suite 340,
2/1/09 23:05,rempel,k,ry5309a@jumpstartlab.com,20036,washington,dc,1616 P. street NW suite 340,
2/1/09 23:07,mohammed,katelyn,vxpl3@jumpstartlab.com,20036,washington,dc,1616 P. street NW suite 340,
2/1/09 23:10,johnson,amanda,vqhndoe@jumpstartlab.com,20036,washington,dc,1616 P. street NW suite 340,
2/1/09 23:13,liakos,b,urviroaction@jumpstartlab.com,20036,washington,dc,1616 P. street NW suite 340,
2/1/09 23:16,hoepfinger,emily,buifkin@jumpstartlab.com,20036,washington,dc,1616 P. street NW suite 340,
2/1/09 23:18,hoyles,kyle,kehndoe12@jumpstartlab.com,20036,washington,dc,1616 P. street NW suite 340,
2/1/09 23:20,locascio,ralph,mehulebrun@jumpstartlab.com,20036,washington,dc,1616 P. street NW suite 340,
2/1/09 23:24,lambert-williams,samuel,elisabeth@jumpstartlab.com,20036,washington,dc,1616 P. street NW suite 340,
2/1/09 23:26,bennett,laura,sqerson1@jumpstartlab.com,20036,washington,dc,1616 P Street NW Suite 340,
2/1/09 23:30,easter,caitlin,ghel@jumpstartlab.com,20003,washington,dc,321 South Carolina Ave SE,
2/1/09 23:30,weber-shirk,torsten,ggd2543@jumpstartlab.com,20036,washington,dc,1616 P Street NW Suite 340,
2/1/09 23:31,billman,mrinalini,ihnwaax07@jumpstartlab.com,20036,washington,dc,1616 P Street NW Suite 340,
2/1/09 23:34,pomeroy,tom,gkackwella2@jumpstartlab.com,20036,washington,dc,1616 P Street NW Suite 340,
2/2/09 0:44,peterson,abby,jweise@jumpstartlab.com,20036,washington,dc,"1608 Rhode Island Ave, NW",
2/2/09 0:50,scholnick,kate,xrvanals@jumpstartlab.com,20036,washington,dc,"1608 Rhode Island Ave, NW",
2/2/09 0:52,rudderman,michelle,fwchtywr@jumpstartlab.com,20057,washington,dc,Georgetown University Kennedy K-227,
2/2/09 0:55,lupolt,bryce,qclese_11@jumpstartlab.com,20036,washington,dc,"1608 Rhode Island Ave, NW Apt 908",
2/2/09 10:07,sosin,simone,kferriam@jumpstartlab.com,20005,washington,dc,1333 H St. NW 1st Floor,
2/2/09 10:38,coronado,allison,beblaaron01@jumpstartlab.com,20052,washington,dc,"2100 I Street, NW, GW University – Lafayette Hall #403",
2/2/09 10:45,roux,anika,clanessaj@jumpstartlab.com,20003,washington,dc,215 Pennsylvania Ave. SE 3rd FL,
2/2/09 12:34,saunders,greg,jyukhov@jumpstartlab.com,20008,washington,dc,"3000 Cathedral Ave, NW",
